city_state,name,year,move_total_year,move_same_county,move_diff_county,move_diff_state,move_from_abroad,total_ed_attn_pop_25up,total_ed_attn_less_than_high,total_ed_attn_high,total_ed_attn_some_coll_assoc,total_ed_attn_bach,total_ed_attn_grad,diff_county_ed_attn_pop_25up,diff_county_ed_attn_less_than_high,diff_county_ed_attn_high,diff_county_ed_attn_some coll_assoc,diff_county_ed_attn_bach,diff_county_ed_attn_grad,diff_state_ed_attn_pop_25up,diff_state_ed_attn_less_than_high,diff_state_ed_attn_high,diff_state_ed_attn_some_coll_assoc,diff_state_ed_attn_bach,diff_state_ed_attn_grad,from_abroad_ed_attn_pop_25up,from_abroad_ed_attn_less_than_high,from_abroad_ed_attn_high,from_abroad_ed_some_coll_assoc,from_abroad_ed_bach,from_abroad_ed_grad
"Sacramento city, California",Sacramento,2015,483176,11,3.6,1.4,0.6,323209,53770,70635,100941,64091,33772,3.5,2.1,2.9,3.4,4.3,6.1,1.4,1.2,0.8,1,2,2.5,0.6,0.6,0.5,0.4,0.6,1.3
"Sacramento city, California",Sacramento,2016,489282,9.9,4.2,2.1,0.5,337717,55490,74892,102529,67446,37360,4.2,3.5,3.6,3.5,4.8,6.9,2.2,1.1,1.4,2.2,2.3,5.1,0.6,0.1,0.7,0.4,0.9,0.7
"Sacramento city, California",Sacramento,2017,494946,10.2,4.4,0.9,0.7,342577,47215,73513,109524,69671,42654,4,1.8,3.9,2.8,5.9,6.2,1,0.4,1,0.8,0.6,2.6,0.8,0.8,0.3,0.7,1.4,0.9
"Sacramento city, California",Sacramento,2018,502460,10.8,4.5,1.4,0.7,345115,49656,71422,104789,77182,42066,4.1,2.8,3.1,4.3,5.1,5.4,1.6,1.2,1.2,1,2.4,2.6,0.8,0.6,0.4,0.5,1.5,0.8
"Sacramento city, California",Sacramento,2019,508736,11.3,4.8,1,0.6,349270,45364,78509,107538,77336,40523,3.9,2.7,3.9,3.4,4,6.1,1.1,0.5,0.4,1.3,1.1,2.3,0.6,0.8,1,0.4,0.5,0.1
"San Francisco city, California",San Francisco,2010,798993,9.5,3.7,1.6,1.4,620010,87238,88019,129451,194510,120792,2.9,0.4,1.9,2.2,4.6,3.4,1.5,0.2,0.5,1.1,2.3,2.3,1.3,1.8,0.8,1.1,1.5,1.4
"San Francisco city, California",San Francisco,2011,805064,8.2,4.4,1.8,1.7,630383,88880,85291,127854,202337,126021,3.4,1.3,1.9,4,4.5,3.7,1.9,0.2,0.5,2,2.6,2.6,1.4,1,1.8,0.6,1.8,1.3
"San Francisco city, California",San Francisco,2012,817921,7.4,4.3,2.6,1.7,644836,86676,83818,128734,212320,133288,3.6,2,2.3,2.1,5.3,4.1,2.3,0.5,0.5,1.2,3.2,4.2,1.4,1.4,0.4,1.1,1.9,1.7
"San Francisco city, California",San Francisco,2013,830556,7.1,4,2.5,1.7,658387,87099,82664,139418,206562,142644,2.9,1,2.5,3.1,3.4,3.6,2.3,0.1,0.5,1.5,2.9,4.9,1.4,0.9,1.3,0.9,1.5,2.2
"San Francisco city, California",San Francisco,2014,843712,6.6,3.8,2,1.4,671896,80245,85639,141621,220923,143468,2.7,1.1,3.1,2.9,2.4,3.5,1.8,0.6,0.7,0.8,2.9,2.5,1.2,0.7,0.7,0.6,1.5,1.8
"San Francisco city, California",San Francisco,2015,855672,6.3,3.8,2.9,1.5,683821,84780,87434,134438,227064,150105,3,0.8,1.6,2.5,4.3,3.2,2.6,0.7,1,1.6,3.8,3.6,1.3,0.2,1.3,1.2,1.6,1.8
"San Francisco city, California",San Francisco,2016,861068,6.2,3.3,2.2,1.5,689696,83460,84652,126771,234899,159914,2.4,0.5,1.4,1.6,3.3,3,2.2,0.9,0.6,0.9,2.9,3.6,1.3,0.7,0.6,0.6,1.6,2.2
"San Francisco city, California",San Francisco,2017,874611,6.9,3.9,2.7,1.3,702525,82470,81138,132725,246711,159481,3.2,0.6,1.6,3.3,4.2,3.6,2.6,1.2,0.9,1.4,3.5,3.7,1.5,0.4,1.1,0.6,1.9,2.3
"San Francisco city, California",San Francisco,2018,875048,7.9,3.7,2.1,1,702565,73381,85850,123004,253594,166736,2.8,1.4,1.5,2.7,3.5,3.2,2,0,0.3,0.9,2.7,3.4,0.9,1,0.5,0.6,1,1.2
"San Francisco city, California",San Francisco,2019,873649,7.5,3.6,2.1,1.3,701279,81539,83279,121337,245885,169239,3,1.2,3.2,2.9,3.2,3.6,2,0.1,0.8,0.9,2.4,3.7,1.3,1,1.4,0.2,1.6,1.7
"Seattle city, Washington",Seattle,2010,603362,15.6,2.6,4.3,1.5,443842,31858,53857,109708,146760,101659,1.9,3.1,2.7,2.2,2,0.7,3.8,0.2,2.6,2.5,4.7,5.7,1,2.5,1.3,0.3,1.3,0.8
"Seattle city, Washington",Seattle,2011,612350,14.5,2.2,4.7,1.2,452654,35043,53007,110206,151071,103327,1.4,1.7,1.5,1.9,1.4,0.6,4.5,1.4,3.9,5.2,4.5,5.2,1,1.9,0.4,0.5,0.7,1.9
"Seattle city, Washington",Seattle,2012,626942,12.6,2.5,5,1.2,467427,29806,55997,112064,161280,108280,1.9,2.1,2.1,3.4,1.1,1.5,4.4,1.9,1.5,4.1,4.3,7,0.9,0.1,0.2,0.5,1.6,0.9
"Seattle city, Washington",Seattle,2013,645335,14.5,2.5,5.4,1.1,478685,30151,53623,108889,171245,114777,1.6,4.8,1.4,2.2,1.1,1.2,4.7,1.3,1.9,3.8,5.5,6.4,1,0.8,0.5,0.5,0.7,2
"Seattle city, Washington",Seattle,2014,662250,14.8,2.5,4.4,1.9,495746,35578,50477,117491,173025,119175,2,3.4,3.6,3.2,1.3,0.8,4,0.7,3.2,3.4,4.4,5.4,1.5,0.9,1.1,0.9,1.7,2.1
"Seattle city, Washington",Seattle,2015,678243,15.2,1.9,5.4,1.4,506840,26628,51571,113911,186009,128721,1.2,1.9,1.2,2,1.1,0.6,4.4,4,3,2.7,4.1,7.2,1.2,0.6,0.3,0.8,1.4,1.8
"Seattle city, Washington",Seattle,2016,697460,14.3,1.9,5.3,1.6,518986,29045,48381,113945,186111,141504,1.4,1.5,1.6,2,1.2,1,4.1,0.8,1.5,3.2,5.3,5,1.5,4.1,1,0.5,1.2,2.3
"Seattle city, Washington",Seattle,2017,716870,13.2,2.2,5.2,1.6,538813,27375,54626,119442,192145,145225,1.6,1.4,1.5,2.6,1.7,0.8,4.6,1,1.2,3.4,5.9,5.7,1.4,4.6,0.6,0.8,1.3,1.8
"Seattle city, Washington",Seattle,2018,737289,14.1,2.1,6.3,1.7,553392,28826,53482,111344,206359,153381,1.5,1.8,2.4,1.9,1.5,1,5.9,0.1,1.9,4,7.4,7.6,1.5,1,0.6,0.4,1.5,2.6
"Seattle city, Washington",Seattle,2019,747296,15.2,1.8,4.9,1.5,565224,30403,53835,113517,208720,158749,1.1,1.7,1.6,1.6,1,0.5,4.4,0.6,3.3,3.5,5.1,5.4,1.1,0.3,0.5,0.7,1.1,1.8
"Tucson city, Arizona",Tucson,2010,515978,17.6,2.4,3.8,0.8,324394,51197,77813,113574,49226,32584,1.3,1.4,1.3,1.4,0.8,1.1,3.2,1.5,2.7,3.5,4.2,4.3,0.4,0.2,0.2,0.2,1,0.9
"Tucson city, Arizona",Tucson,2011,519863,19.1,2.6,2.8,0.7,332051,51806,82908,119299,47860,30178,1.7,2.2,1.9,1.6,1.5,0.6,1.7,0.4,1.4,1.8,3.4,1.9,0.8,1,0.5,0.7,1.9,0.1
"Tucson city, Arizona",Tucson,2012,517937,16.9,2.1,2.8,0.8,330011,52440,76448,119130,49677,32316,1.2,1.4,1.2,1.6,0.5,0.6,2,2,2.5,1.7,2,1.8,0.8,0.6,0.5,0.6,1.7,1.4
"Tucson city, Arizona",Tucson,2013,519722,19.9,2.6,3.7,1,325393,53454,77229,112788,48878,33044,1.5,2.8,2.3,1.3,0.1,0.4,3,0.6,2.3,3.2,4.1,6,0.9,1.8,0.6,0.4,1.2,1.3
"Tucson city, Arizona",Tucson,2014,521331,20.3,2.2,3.3,1,327657,50831,78331,114606,48863,35026,1.3,2.1,1.2,1.7,0.4,0.5,3,0.9,3,3,4.2,5,0.9,1.2,0.2,0.4,2.6,1.3
"Tucson city, Arizona",Tucson,2015,523461,19.6,2,3.9,1.3,331389,55518,80221,107897,52354,35399,1.7,1.6,1.7,1.7,1.9,1.4,3,1.6,2.5,2.3,5.5,4.8,1.2,2,0.7,0.5,1.9,2
"Tucson city, Arizona",Tucson,2016,523743,18,2.6,3.7,1.3,333475,51136,77856,117535,52177,34771,2,3.7,2.4,1.5,1.7,0.9,3,2.4,2.6,2.6,3.7,5.1,1.2,2.1,0.9,0.5,1.4,2.3
"Tucson city, Arizona",Tucson,2017,529237,17.9,2.4,3.7,1.3,341440,48923,79258,118588,57127,37544,1.6,3.1,1.6,1.3,1.7,0.9,3.4,0.6,3,3.8,4.1,5.4,1,1.9,0.5,1,1.2,0.6
"Tucson city, Arizona",Tucson,2018,539262,16.4,2.7,3.5,0.9,346483,51713,84732,117128,57490,35420,2.3,2.6,2,2.9,1.6,2,2.9,2,2.3,3.3,4.2,2.3,0.8,0.5,0.4,0.7,1.8,1
"Tucson city, Arizona",Tucson,2019,543386,14.7,2.2,3.5,1.1,355457,55281,82862,120190,59204,37920,1.6,3.3,1.2,2,0.9,0.3,3,2.3,2.5,2.9,3.1,5.3,0.9,3.1,1.2,0.1,0.4,0.6
"Washington city, District of Columbia",Washington,2010,596747,10.7,0,8.6,1.2,416824,52392,84569,71039,96573,112251,0,0,0,0,0,0,7.1,4.5,4.4,4.3,10.9,9,0.9,0,0.4,0.9,1.6,1.4
"Washington city, District of Columbia",Washington,2011,611608,10.9,0,7.9,1.2,428261,54690,75897,72910,99622,125142,0,0,0,0,0,0,6.9,3.4,3.5,6.5,9.2,8.9,1.2,0.5,0.6,0.4,1.3,2.1
"Washington city, District of Columbia",Washington,2012,624847,9.9,0,8.6,1.4,439531,50139,81081,75520,100904,131887,0,0,0,0,0,0,6.7,2,3.3,6.6,8.7,9.1,1.4,0.5,0.5,0.4,2.7,2
"Washington city, District of Columbia",Washington,2013,636535,10.8,0,7.3,1.7,453014,44846,84220,74342,102958,146648,0,0,0,0,0,0,5.9,2.5,2.6,3.8,8.6,7.9,1.5,0.3,0.5,0.3,2,2.7
"Washington city, District of Columbia",Washington,2014,648586,10.4,0,8.7,1.8,463211,45454,84213,78872,112706,141966,0,0,0,0,0,0,6.8,2.9,3.8,5.2,9.4,8.6,1.4,1.1,0,0.2,2,2.7
"Washington city, District of Columbia",Washington,2015,663006,10.1,0,9,1.6,472884,48249,82181,74109,112629,155716,0,0,0,0,0,0,6.7,1.6,3.3,5.8,9.2,8.7,1.6,0.3,1,0.8,1.7,2.7
"Washington city, District of Columbia",Washington,2016,672022,9.5,0,8.7,1.7,480158,45743,85248,76292,115097,157778,0,0,0,0,0,0,6.4,2.9,3.7,3.1,9.3,8.2,1.5,0.3,0.7,0.6,2.3,2.1
"Washington city, District of Columbia",Washington,2017,684810,9.3,0,8.2,1.5,494614,48331,85033,77731,118172,165347,0,0,0,0,0,0,6.5,2.3,2.4,4.1,8.4,9.7,1.4,0.9,0.4,0.7,1.6,2.3
"Washington city, District of Columbia",Washington,2018,693798,9.9,0,6.9,1.4,500176,39628,82900,75478,129782,172388,0,0,0,0,0,0,5.5,0.6,1.7,3.4,8.2,7.4,1.1,1.3,0.7,0.6,1.1,1.6
"Washington city, District of Columbia",Washington,2019,697556,9.3,0,8.4,1.4,505145,41168,79881,82667,129825,171604,0,0,0,0,0,0,6.8,1.8,4.1,5.3,7.2,9.6,1.2,0.8,0.6,0.9,0.7,2.3
